User,Compair_01,Compair_02,Result
User_363,Sample_081,Sample_160,-1
User_363,Sample_002,Sample_120,-1
User_363,Sample_012,Sample_078,-1
User_363,Sample_033,Sample_119,-1
User_363,Sample_097,Sample_117,1
User_363,Sample_054,Sample_060,1
User_363,Sample_007,Sample_060,-1
User_363,Sample_026,Sample_136,-1
User_363,Sample_134,Sample_160,-1
User_363,Sample_120,Sample_160,1
User_363,Sample_030,Sample_140,-1
User_363,Sample_071,Sample_141,-1
User_363,Sample_091,Sample_119,-1
User_363,Sample_070,Sample_152,1
User_363,Sample_029,Sample_136,1
User_363,Sample_031,Sample_154,1
User_363,Sample_042,Sample_144,-1
User_363,Sample_058,Sample_095,1
User_363,Sample_061,Sample_147,1
User_363,Sample_028,Sample_129,-1
User_363,Sample_028,Sample_125,-1
User_363,Sample_003,Sample_065,1
User_363,Sample_103,Sample_120,1
User_363,Sample_039,Sample_132,-1
User_363,Sample_023,Sample_065,1
User_363,Sample_014,Sample_063,1
User_363,Sample_080,Sample_121,1
User_363,Sample_020,Sample_046,-1
User_363,Sample_066,Sample_087,1
User_363,Sample_012,Sample_054,-1
User_363,Sample_040,Sample_151,-1
User_363,Sample_037,Sample_053,-1
User_363,Sample_049,Sample_057,-1
User_363,Sample_043,Sample_115,-1
User_363,Sample_082,Sample_107,-1
User_363,Sample_011,Sample_104,-1
User_363,Sample_071,Sample_104,-1
User_363,Sample_033,Sample_113,-1
User_363,Sample_056,Sample_068,1
User_363,Sample_008,Sample_141,-1
User_363,Sample_025,Sample_038,-1
User_363,Sample_008,Sample_126,-1
User_363,Sample_087,Sample_127,-1
User_363,Sample_090,Sample_148,1
User_363,Sample_035,Sample_059,-1
User_363,Sample_038,Sample_044,1
User_363,Sample_059,Sample_158,1
User_363,Sample_055,Sample_105,-1
User_363,Sample_122,Sample_147,-1
User_363,Sample_020,Sample_036,1
User_363,Sample_001,Sample_110,1
User_363,Sample_056,Sample_151,1
User_363,Sample_081,Sample_139,-1
User_363,Sample_008,Sample_096,1
User_363,Sample_016,Sample_041,-1
User_363,Sample_033,Sample_147,-1
User_363,Sample_054,Sample_061,-1
User_363,Sample_035,Sample_056,-1
User_363,Sample_030,Sample_054,-1
User_363,Sample_084,Sample_135,-1
User_363,Sample_084,Sample_122,-1
User_363,Sample_067,Sample_072,1
User_363,Sample_025,Sample_125,-1
User_363,Sample_002,Sample_113,-1
User_001,Sample_094,Sample_128,-1
User_001,Sample_107,Sample_108,-1
User_001,Sample_014,Sample_041,1
User_001,Sample_057,Sample_142,1
User_001,Sample_141,Sample_153,1
User_001,Sample_026,Sample_043,1
User_001,Sample_075,Sample_099,-1
User_001,Sample_012,Sample_066,-1
User_001,Sample_001,Sample_154,1
User_001,Sample_110,Sample_156,1
User_001,Sample_069,Sample_117,1
User_001,Sample_120,Sample_156,1
User_001,Sample_027,Sample_086,1
User_001,Sample_063,Sample_120,-1
User_001,Sample_091,Sample_103,-1
User_001,Sample_058,Sample_098,1
User_001,Sample_103,Sample_159,-1
User_001,Sample_009,Sample_048,-1
User_001,Sample_033,Sample_123,1
User_001,Sample_013,Sample_084,-1
User_001,Sample_102,Sample_132,-1
User_001,Sample_086,Sample_095,-1
User_001,Sample_109,Sample_113,1
User_001,Sample_067,Sample_127,-1
User_001,Sample_044,Sample_140,-1
User_001,Sample_063,Sample_093,-1
User_001,Sample_015,Sample_021,1
User_001,Sample_030,Sample_142,-1
User_001,Sample_096,Sample_124,-1
User_001,Sample_002,Sample_110,1
User_001,Sample_034,Sample_114,-1
User_001,Sample_042,Sample_065,1
User_001,Sample_015,Sample_036,1
User_001,Sample_087,Sample_158,-1
User_001,Sample_071,Sample_122,-1
User_001,Sample_031,Sample_087,-1
User_001,Sample_020,Sample_065,-1
User_001,Sample_117,Sample_146,-1
User_001,Sample_006,Sample_034,1
User_001,Sample_074,Sample_157,-1
User_001,Sample_007,Sample_138,1
User_001,Sample_069,Sample_143,1
User_001,Sample_008,Sample_146,-1
User_001,Sample_044,Sample_045,1
User_001,Sample_090,Sample_097,-1
User_001,Sample_085,Sample_099,1
User_001,Sample_001,Sample_083,1
User_001,Sample_080,Sample_130,-1
User_001,Sample_061,Sample_128,-1
User_001,Sample_014,Sample_038,1
User_001,Sample_040,Sample_065,1
User_001,Sample_023,Sample_107,1
User_001,Sample_096,Sample_126,-1
User_001,Sample_090,Sample_139,-1
User_001,Sample_081,Sample_089,-1
User_001,Sample_030,Sample_147,-1
User_001,Sample_127,Sample_134,-1
User_001,Sample_086,Sample_133,-1
User_001,Sample_002,Sample_155,1
User_001,Sample_104,Sample_118,-1
User_001,Sample_062,Sample_071,1
User_001,Sample_049,Sample_100,1
User_001,Sample_068,Sample_119,-1
User_001,Sample_078,Sample_089,-1
User_001,Sample_135,Sample_146,1
User_001,Sample_085,Sample_159,-1
User_001,Sample_031,Sample_158,-1
User_001,Sample_013,Sample_041,-1
User_001,Sample_119,Sample_151,-1
User_001,Sample_063,Sample_076,-1
User_001,Sample_027,Sample_078,-1
User_001,Sample_038,Sample_147,1
User_001,Sample_053,Sample_087,1
User_001,Sample_086,Sample_152,-1
User_001,Sample_047,Sample_094,1
User_001,Sample_057,Sample_104,1
User_001,Sample_038,Sample_146,1
User_001,Sample_043,Sample_132,-1
User_001,Sample_004,Sample_159,1
User_001,Sample_061,Sample_144,1
User_001,Sample_081,Sample_133,1
User_001,Sample_009,Sample_099,1
User_001,Sample_118,Sample_132,1
User_001,Sample_048,Sample_133,1
User_001,Sample_016,Sample_085,-1
User_001,Sample_048,Sample_073,-1
User_001,Sample_049,Sample_138,1
User_001,Sample_053,Sample_122,1
User_001,Sample_046,Sample_157,1
User_001,Sample_003,Sample_007,1
User_001,Sample_009,Sample_079,1
User_001,Sample_081,Sample_103,-1
User_001,Sample_116,Sample_149,1
User_001,Sample_031,Sample_080,1
User_001,Sample_044,Sample_087,-1
User_001,Sample_010,Sample_030,1
User_001,Sample_023,Sample_082,1
User_001,Sample_064,Sample_142,-1
User_001,Sample_062,Sample_100,1
User_001,Sample_049,Sample_086,1
User_001,Sample_104,Sample_152,1
User_122,Sample_082,Sample_091,-1
User_122,Sample_079,Sample_084,-1
User_122,Sample_068,Sample_080,1
User_122,Sample_080,Sample_090,1
User_122,Sample_090,Sample_144,-1
User_122,Sample_050,Sample_072,-1
User_122,Sample_005,Sample_107,-1
User_122,Sample_058,Sample_110,1
User_122,Sample_111,Sample_117,-1
User_122,Sample_147,Sample_149,-1
User_122,Sample_005,Sample_087,-1
User_122,Sample_075,Sample_144,1
User_122,Sample_012,Sample_143,-1
User_122,Sample_037,Sample_106,-1
User_122,Sample_057,Sample_129,1
User_122,Sample_005,Sample_045,-1
User_122,Sample_031,Sample_034,-1
User_122,Sample_036,Sample_097,-1
User_122,Sample_014,Sample_150,1
User_122,Sample_019,Sample_076,1
User_122,Sample_070,Sample_148,1
User_122,Sample_013,Sample_133,-1
User_122,Sample_035,Sample_110,1
User_122,Sample_068,Sample_084,1
User_122,Sample_087,Sample_141,1
User_122,Sample_105,Sample_106,-1
User_122,Sample_017,Sample_092,1
User_122,Sample_068,Sample_146,-1
User_122,Sample_047,Sample_107,1
User_122,Sample_013,Sample_020,1
User_122,Sample_095,Sample_114,1
User_122,Sample_137,Sample_160,-1
User_122,Sample_013,Sample_070,1
User_122,Sample_018,Sample_082,-1
User_122,Sample_034,Sample_100,-1
User_122,Sample_074,Sample_144,-1
User_122,Sample_030,Sample_136,1
User_122,Sample_052,Sample_099,-1
User_122,Sample_015,Sample_102,-1
User_122,Sample_021,Sample_070,-1
User_122,Sample_023,Sample_106,1
User_122,Sample_024,Sample_136,1
User_122,Sample_004,Sample_130,-1
User_122,Sample_029,Sample_056,1
User_122,Sample_073,Sample_101,1
User_122,Sample_078,Sample_083,-1
User_122,Sample_024,Sample_062,-1
User_122,Sample_099,Sample_142,1
User_122,Sample_077,Sample_083,-1
User_122,Sample_096,Sample_097,-1
User_122,Sample_120,Sample_158,1
User_122,Sample_069,Sample_070,-1
User_122,Sample_131,Sample_154,1
User_122,Sample_030,Sample_089,-1
User_122,Sample_020,Sample_031,-1
User_122,Sample_115,Sample_149,-1
User_122,Sample_069,Sample_088,-1
User_122,Sample_031,Sample_127,-1
User_122,Sample_097,Sample_120,-1
User_122,Sample_055,Sample_129,1
User_122,Sample_100,Sample_160,-1
User_122,Sample_084,Sample_147,1
User_122,Sample_014,Sample_107,1
User_122,Sample_032,Sample_094,-1
User_122,Sample_010,Sample_027,1
User_122,Sample_036,Sample_042,-1
User_122,Sample_003,Sample_084,-1
User_122,Sample_037,Sample_064,-1
User_122,Sample_099,Sample_131,-1
User_122,Sample_033,Sample_091,1
User_122,Sample_055,Sample_066,1
User_122,Sample_101,Sample_105,-1
User_122,Sample_025,Sample_031,1
User_122,Sample_097,Sample_105,1
User_122,Sample_044,Sample_066,-1
User_122,Sample_082,Sample_159,-1
User_122,Sample_107,Sample_119,1
User_122,Sample_056,Sample_159,1
User_122,Sample_039,Sample_148,-1
User_122,Sample_005,Sample_095,-1
User_122,Sample_019,Sample_056,1
User_122,Sample_053,Sample_088,1
User_122,Sample_087,Sample_126,1
User_122,Sample_079,Sample_096,1
User_122,Sample_015,Sample_151,1
User_122,Sample_079,Sample_089,1
User_122,Sample_030,Sample_101,1
User_122,Sample_018,Sample_022,1
User_122,Sample_077,Sample_152,1
User_122,Sample_015,Sample_107,1
User_122,Sample_090,Sample_155,1
User_122,Sample_071,Sample_153,1
User_122,Sample_006,Sample_125,-1
User_122,Sample_110,Sample_133,1
User_122,Sample_067,Sample_158,-1
User_122,Sample_084,Sample_104,1
User_122,Sample_046,Sample_160,-1
User_122,Sample_054,Sample_117,-1
User_122,Sample_047,Sample_118,-1
User_122,Sample_079,Sample_108,1
User_122,Sample_016,Sample_126,1
User_243,Sample_021,Sample_073,1
User_243,Sample_030,Sample_101,1
User_243,Sample_016,Sample_024,1
User_243,Sample_038,Sample_097,1
User_243,Sample_076,Sample_160,1
User_243,Sample_013,Sample_024,-1
User_243,Sample_047,Sample_138,1
User_243,Sample_066,Sample_112,1
User_243,Sample_097,Sample_125,-1
User_243,Sample_001,Sample_073,1
User_243,Sample_096,Sample_104,-1
User_243,Sample_025,Sample_043,1
User_243,Sample_028,Sample_090,1
User_243,Sample_132,Sample_134,-1
User_243,Sample_039,Sample_069,1
User_243,Sample_070,Sample_151,1
User_243,Sample_020,Sample_074,1
User_243,Sample_070,Sample_103,1
User_243,Sample_116,Sample_157,1
User_243,Sample_074,Sample_141,-1
User_243,Sample_072,Sample_088,-1
User_243,Sample_022,Sample_088,1
User_243,Sample_048,Sample_150,-1
User_243,Sample_023,Sample_028,1
User_243,Sample_025,Sample_102,1
User_243,Sample_045,Sample_134,1
User_243,Sample_073,Sample_094,1
User_243,Sample_072,Sample_077,-1
User_243,Sample_083,Sample_146,1
User_243,Sample_132,Sample_147,1
User_243,Sample_009,Sample_036,-1
User_243,Sample_028,Sample_052,-1
User_243,Sample_010,Sample_065,1
User_243,Sample_063,Sample_107,-1
User_243,Sample_007,Sample_152,1
User_243,Sample_004,Sample_035,-1
User_243,Sample_147,Sample_151,1
User_243,Sample_104,Sample_130,1
User_243,Sample_050,Sample_152,1
User_243,Sample_056,Sample_082,1
User_243,Sample_043,Sample_119,-1
User_243,Sample_041,Sample_071,-1
User_243,Sample_025,Sample_155,1
User_243,Sample_112,Sample_116,-1
User_243,Sample_047,Sample_054,-1
User_243,Sample_022,Sample_035,1
User_243,Sample_036,Sample_149,1
User_243,Sample_081,Sample_127,1
User_243,Sample_026,Sample_120,-1
User_243,Sample_112,Sample_150,-1
User_243,Sample_012,Sample_122,-1
User_243,Sample_038,Sample_085,-1
User_243,Sample_095,Sample_123,-1
User_243,Sample_055,Sample_081,1
User_243,Sample_009,Sample_082,1
User_243,Sample_092,Sample_134,-1
User_243,Sample_065,Sample_097,1
User_243,Sample_029,Sample_061,-1
User_243,Sample_103,Sample_151,1
User_243,Sample_090,Sample_102,1
User_243,Sample_023,Sample_029,-1
User_243,Sample_003,Sample_027,-1
User_243,Sample_064,Sample_147,-1
User_243,Sample_055,Sample_146,1
User_243,Sample_008,Sample_145,-1
User_243,Sample_045,Sample_073,1
User_243,Sample_047,Sample_084,-1
User_243,Sample_079,Sample_143,-1
User_243,Sample_056,Sample_127,1
User_243,Sample_119,Sample_156,1
User_243,Sample_022,Sample_076,-1
User_243,Sample_046,Sample_102,-1
User_243,Sample_066,Sample_144,-1
User_243,Sample_089,Sample_107,1
User_243,Sample_081,Sample_099,-1
User_243,Sample_098,Sample_130,-1
User_243,Sample_072,Sample_129,1
User_243,Sample_033,Sample_131,1
User_243,Sample_016,Sample_039,-1
User_243,Sample_011,Sample_032,-1
User_243,Sample_140,Sample_143,1
User_243,Sample_001,Sample_057,1
User_243,Sample_051,Sample_093,1
User_243,Sample_026,Sample_047,-1
User_243,Sample_001,Sample_150,1
User_243,Sample_027,Sample_100,1
User_243,Sample_133,Sample_158,1
User_243,Sample_061,Sample_111,1
User_243,Sample_094,Sample_113,1
User_243,Sample_009,Sample_089,-1
User_243,Sample_097,Sample_100,1
User_243,Sample_077,Sample_131,-1
User_243,Sample_112,Sample_134,1
User_243,Sample_043,Sample_151,-1
User_243,Sample_025,Sample_135,-1
User_243,Sample_003,Sample_107,1
User_243,Sample_122,Sample_140,1
User_243,Sample_014,Sample_029,-1
User_243,Sample_041,Sample_047,1
User_243,Sample_118,Sample_147,1
User_243,Sample_025,Sample_134,1
User_364,Sample_002,Sample_064,1
User_364,Sample_012,Sample_100,-1
User_364,Sample_068,Sample_126,-1
User_364,Sample_003,Sample_123,1
User_364,Sample_029,Sample_131,1
User_364,Sample_052,Sample_055,1
User_364,Sample_090,Sample_157,1
User_364,Sample_067,Sample_105,1
User_364,Sample_048,Sample_143,-1
User_364,Sample_012,Sample_126,-1
User_364,Sample_075,Sample_085,-1
User_364,Sample_008,Sample_116,-1
User_364,Sample_033,Sample_086,1
User_364,Sample_066,Sample_097,-1
User_364,Sample_065,Sample_153,-1
User_364,Sample_118,Sample_127,1
User_364,Sample_019,Sample_021,-1
User_364,Sample_079,Sample_092,-1
User_364,Sample_023,Sample_160,-1
User_364,Sample_007,Sample_070,-1
User_364,Sample_007,Sample_074,1
User_364,Sample_124,Sample_154,-1
User_364,Sample_001,Sample_097,-1
User_364,Sample_025,Sample_121,1
User_364,Sample_086,Sample_117,-1
User_364,Sample_013,Sample_156,1
User_364,Sample_092,Sample_142,1
User_364,Sample_019,Sample_108,-1
User_364,Sample_031,Sample_113,1
User_364,Sample_019,Sample_122,-1
User_364,Sample_082,Sample_091,-1
User_364,Sample_050,Sample_139,-1
User_364,Sample_090,Sample_136,-1
User_364,Sample_057,Sample_141,-1
User_364,Sample_021,Sample_143,1
User_364,Sample_131,Sample_143,1
User_364,Sample_137,Sample_157,1
User_364,Sample_021,Sample_115,1
User_364,Sample_003,Sample_074,1
User_364,Sample_062,Sample_123,1
User_364,Sample_106,Sample_110,1
User_364,Sample_002,Sample_106,1
User_364,Sample_104,Sample_114,1
User_364,Sample_023,Sample_056,1
User_364,Sample_048,Sample_053,-1
User_364,Sample_029,Sample_140,1
User_364,Sample_028,Sample_132,1
User_364,Sample_074,Sample_110,-1
User_364,Sample_086,Sample_103,-1
User_364,Sample_001,Sample_003,-1
User_364,Sample_075,Sample_082,-1
User_364,Sample_001,Sample_005,1
User_364,Sample_018,Sample_048,-1
User_364,Sample_058,Sample_069,1
User_364,Sample_059,Sample_110,1
User_364,Sample_086,Sample_092,-1
User_364,Sample_035,Sample_090,-1
User_364,Sample_052,Sample_154,1
User_364,Sample_060,Sample_132,-1
User_364,Sample_020,Sample_081,1
User_364,Sample_025,Sample_127,1
User_364,Sample_071,Sample_079,1
User_364,Sample_139,Sample_140,1
User_364,Sample_031,Sample_159,1
User_364,Sample_009,Sample_033,-1
User_364,Sample_020,Sample_116,1
User_364,Sample_088,Sample_116,1
User_364,Sample_046,Sample_138,1
User_364,Sample_021,Sample_125,1
User_364,Sample_039,Sample_076,1
User_364,Sample_083,Sample_112,1
User_364,Sample_043,Sample_147,-1
User_364,Sample_019,Sample_075,-1
User_364,Sample_055,Sample_115,-1
User_364,Sample_008,Sample_039,-1
User_364,Sample_008,Sample_049,-1
User_364,Sample_011,Sample_116,-1
User_364,Sample_137,Sample_149,-1
User_364,Sample_087,Sample_124,1
User_364,Sample_018,Sample_056,1
User_364,Sample_061,Sample_136,1
User_364,Sample_002,Sample_023,1
User_364,Sample_136,Sample_143,1
User_364,Sample_103,Sample_157,1
User_364,Sample_063,Sample_113,-1
User_364,Sample_017,Sample_045,-1
User_364,Sample_088,Sample_156,1
User_364,Sample_041,Sample_124,1
User_364,Sample_004,Sample_016,-1
User_364,Sample_118,Sample_158,1
User_364,Sample_043,Sample_063,-1
User_364,Sample_111,Sample_160,-1
User_364,Sample_002,Sample_042,-1
User_364,Sample_028,Sample_144,1
User_364,Sample_094,Sample_120,1
User_364,Sample_076,Sample_092,-1
User_364,Sample_019,Sample_023,-1
User_364,Sample_130,Sample_157,1
User_364,Sample_010,Sample_043,1
User_364,Sample_031,Sample_081,1
User_002,Sample_088,Sample_155,1
User_002,Sample_072,Sample_105,-1
User_002,Sample_137,Sample_159,-1
User_002,Sample_017,Sample_144,1
User_002,Sample_133,Sample_154,1
User_002,Sample_063,Sample_073,-1
User_002,Sample_048,Sample_128,-1
User_002,Sample_038,Sample_080,-1
User_002,Sample_025,Sample_098,-1
User_002,Sample_050,Sample_118,-1
User_002,Sample_125,Sample_157,1
User_002,Sample_070,Sample_136,-1
User_002,Sample_091,Sample_146,1
User_002,Sample_065,Sample_084,-1
User_002,Sample_078,Sample_132,-1
User_002,Sample_103,Sample_147,1
User_002,Sample_059,Sample_147,1
User_002,Sample_051,Sample_129,1
User_002,Sample_039,Sample_152,1
User_002,Sample_028,Sample_107,-1
User_002,Sample_035,Sample_094,1
User_002,Sample_013,Sample_107,-1
User_002,Sample_100,Sample_135,-1
User_002,Sample_024,Sample_035,-1
User_002,Sample_114,Sample_138,-1
User_002,Sample_007,Sample_135,-1
User_002,Sample_031,Sample_135,-1
User_002,Sample_024,Sample_104,-1
User_002,Sample_042,Sample_127,1
User_002,Sample_097,Sample_117,-1
User_002,Sample_100,Sample_118,-1
User_002,Sample_046,Sample_127,1
User_002,Sample_137,Sample_138,-1
User_002,Sample_045,Sample_097,-1
User_002,Sample_024,Sample_046,-1
User_002,Sample_010,Sample_159,1
User_002,Sample_079,Sample_095,-1
User_002,Sample_065,Sample_125,-1
User_002,Sample_068,Sample_091,1
User_002,Sample_103,Sample_129,1
User_002,Sample_053,Sample_157,1
User_002,Sample_053,Sample_104,-1
User_002,Sample_035,Sample_152,1
User_002,Sample_116,Sample_160,-1
User_002,Sample_060,Sample_100,1
User_002,Sample_105,Sample_108,1
User_002,Sample_013,Sample_089,1
User_002,Sample_042,Sample_090,-1
User_002,Sample_012,Sample_140,-1
User_002,Sample_010,Sample_085,-1
User_002,Sample_002,Sample_011,1
User_002,Sample_016,Sample_108,-1
User_002,Sample_097,Sample_158,1
User_002,Sample_099,Sample_143,1
User_002,Sample_007,Sample_115,1
User_002,Sample_049,Sample_153,-1
User_002,Sample_012,Sample_118,-1
User_002,Sample_029,Sample_107,1
User_002,Sample_112,Sample_149,-1
User_002,Sample_004,Sample_136,-1
User_002,Sample_028,Sample_039,1
User_002,Sample_084,Sample_091,1
User_002,Sample_080,Sample_087,1
User_002,Sample_057,Sample_136,-1
User_002,Sample_034,Sample_046,1
User_002,Sample_024,Sample_053,-1
User_002,Sample_066,Sample_103,1
User_002,Sample_114,Sample_154,-1
User_002,Sample_109,Sample_129,-1
User_002,Sample_011,Sample_107,-1
User_002,Sample_025,Sample_146,1
User_002,Sample_043,Sample_143,-1
User_002,Sample_002,Sample_072,1
User_002,Sample_031,Sample_099,-1
User_002,Sample_136,Sample_154,1
User_002,Sample_087,Sample_156,-1
User_002,Sample_075,Sample_140,1
User_002,Sample_035,Sample_085,-1
User_002,Sample_136,Sample_155,-1
User_002,Sample_044,Sample_155,1
User_002,Sample_133,Sample_135,-1
User_002,Sample_049,Sample_091,1
User_002,Sample_127,Sample_151,-1
User_002,Sample_031,Sample_068,-1
User_002,Sample_026,Sample_120,-1
User_002,Sample_006,Sample_045,-1
User_002,Sample_012,Sample_111,-1
User_002,Sample_039,Sample_083,-1
User_002,Sample_091,Sample_110,-1
User_002,Sample_046,Sample_079,1
User_002,Sample_004,Sample_065,-1
User_002,Sample_012,Sample_122,-1
User_002,Sample_008,Sample_103,-1
User_002,Sample_084,Sample_151,-1
User_002,Sample_020,Sample_056,-1
User_002,Sample_007,Sample_123,1
User_002,Sample_016,Sample_099,-1
User_002,Sample_026,Sample_103,-1
User_002,Sample_051,Sample_062,1
User_002,Sample_128,Sample_137,-1
User_002,Sample_071,Sample_158,1
User_123,Sample_046,Sample_133,1
User_123,Sample_034,Sample_101,1
User_123,Sample_013,Sample_123,1
User_123,Sample_057,Sample_158,1
User_123,Sample_008,Sample_040,1
User_123,Sample_044,Sample_069,1
User_123,Sample_129,Sample_145,-1
User_123,Sample_003,Sample_031,1
User_123,Sample_102,Sample_119,-1
User_123,Sample_087,Sample_145,-1
User_123,Sample_043,Sample_142,-1
User_123,Sample_078,Sample_131,-1
User_123,Sample_034,Sample_136,1
User_123,Sample_045,Sample_140,1
User_123,Sample_125,Sample_156,1
User_123,Sample_095,Sample_096,1
User_123,Sample_101,Sample_145,-1
User_123,Sample_026,Sample_036,1
User_123,Sample_038,Sample_118,-1
User_123,Sample_044,Sample_143,1
User_123,Sample_055,Sample_124,1
User_123,Sample_052,Sample_155,-1
User_123,Sample_097,Sample_110,1
User_123,Sample_042,Sample_160,-1
User_123,Sample_033,Sample_062,1
User_123,Sample_024,Sample_136,1
User_123,Sample_031,Sample_115,-1
User_123,Sample_120,Sample_133,1
User_123,Sample_087,Sample_141,-1
User_123,Sample_097,Sample_129,1
User_123,Sample_024,Sample_123,1
User_123,Sample_087,Sample_114,-1
User_123,Sample_047,Sample_128,-1
User_123,Sample_017,Sample_093,1
User_123,Sample_048,Sample_062,-1
User_123,Sample_129,Sample_150,-1
User_123,Sample_087,Sample_152,-1
User_123,Sample_072,Sample_136,-1
User_123,Sample_085,Sample_099,-1
User_123,Sample_032,Sample_074,1
User_123,Sample_063,Sample_107,-1
User_123,Sample_154,Sample_156,1
User_123,Sample_001,Sample_013,-1
User_123,Sample_011,Sample_042,-1
User_123,Sample_093,Sample_145,1
User_123,Sample_018,Sample_047,1
User_123,Sample_036,Sample_130,-1
User_123,Sample_049,Sample_052,-1
User_123,Sample_018,Sample_090,1
User_123,Sample_005,Sample_092,-1
User_123,Sample_124,Sample_156,-1
User_123,Sample_088,Sample_150,-1
User_123,Sample_042,Sample_087,1
User_123,Sample_060,Sample_151,1
User_123,Sample_064,Sample_096,-1
User_123,Sample_013,Sample_015,-1
User_123,Sample_076,Sample_116,-1
User_123,Sample_027,Sample_040,-1
User_123,Sample_100,Sample_121,-1
User_123,Sample_041,Sample_137,1
User_123,Sample_030,Sample_128,-1
User_123,Sample_024,Sample_106,1
User_123,Sample_095,Sample_150,-1
User_123,Sample_017,Sample_090,1
User_123,Sample_008,Sample_150,-1
User_123,Sample_066,Sample_148,1
User_123,Sample_056,Sample_087,1
User_123,Sample_027,Sample_132,-1
User_123,Sample_067,Sample_110,1
User_123,Sample_076,Sample_124,1
User_123,Sample_030,Sample_091,1
User_123,Sample_021,Sample_055,-1
User_123,Sample_065,Sample_131,-1
User_123,Sample_027,Sample_082,1
User_123,Sample_040,Sample_152,1
User_123,Sample_132,Sample_136,1
User_123,Sample_016,Sample_023,1
User_123,Sample_106,Sample_121,-1
User_123,Sample_101,Sample_119,-1
User_123,Sample_044,Sample_135,-1
User_123,Sample_009,Sample_091,1
User_123,Sample_033,Sample_094,1
User_123,Sample_004,Sample_049,1
User_123,Sample_013,Sample_150,1
User_123,Sample_038,Sample_152,1
User_123,Sample_040,Sample_049,1
User_123,Sample_002,Sample_036,1
User_123,Sample_039,Sample_117,-1
User_123,Sample_013,Sample_124,1
User_123,Sample_059,Sample_091,-1
User_123,Sample_020,Sample_146,1
User_123,Sample_060,Sample_100,1
User_123,Sample_010,Sample_108,-1
User_123,Sample_043,Sample_069,-1
User_123,Sample_019,Sample_090,1
User_123,Sample_085,Sample_141,1
User_123,Sample_032,Sample_120,1
User_123,Sample_006,Sample_112,-1
User_123,Sample_010,Sample_119,-1
User_123,Sample_071,Sample_088,-1
User_123,Sample_017,Sample_092,1
User_244,Sample_013,Sample_149,1
User_244,Sample_128,Sample_134,1
User_244,Sample_034,Sample_037,1
User_244,Sample_016,Sample_092,1
User_244,Sample_031,Sample_040,1
User_244,Sample_012,Sample_139,-1
User_244,Sample_080,Sample_092,-1
User_244,Sample_052,Sample_086,1
User_244,Sample_043,Sample_088,1
User_244,Sample_038,Sample_082,1
User_244,Sample_061,Sample_092,1
User_244,Sample_087,Sample_104,-1
User_244,Sample_073,Sample_087,1
User_244,Sample_032,Sample_038,1
User_244,Sample_039,Sample_143,-1
User_244,Sample_069,Sample_140,1
User_244,Sample_035,Sample_102,1
User_244,Sample_056,Sample_123,-1
User_244,Sample_099,Sample_134,-1
User_244,Sample_001,Sample_093,1
User_244,Sample_042,Sample_155,1
User_244,Sample_047,Sample_132,-1
User_244,Sample_027,Sample_058,1
User_244,Sample_028,Sample_062,1
User_244,Sample_086,Sample_149,-1
User_244,Sample_138,Sample_155,1
User_244,Sample_041,Sample_066,1
User_244,Sample_030,Sample_072,1
User_244,Sample_043,Sample_103,-1
User_244,Sample_097,Sample_107,1
User_244,Sample_087,Sample_149,-1
User_244,Sample_070,Sample_108,1
User_244,Sample_134,Sample_143,-1
User_244,Sample_103,Sample_104,-1
User_244,Sample_146,Sample_154,1
User_244,Sample_018,Sample_082,1
User_244,Sample_008,Sample_134,-1
User_244,Sample_021,Sample_032,1
User_244,Sample_050,Sample_136,-1
User_244,Sample_052,Sample_131,1
User_244,Sample_024,Sample_058,-1
User_244,Sample_035,Sample_076,-1
User_244,Sample_002,Sample_015,-1
User_244,Sample_128,Sample_153,1
User_244,Sample_043,Sample_129,1
User_244,Sample_104,Sample_107,1
User_244,Sample_029,Sample_067,1
User_244,Sample_083,Sample_139,-1
User_244,Sample_008,Sample_064,-1
User_244,Sample_023,Sample_083,1
User_244,Sample_080,Sample_120,1
User_244,Sample_125,Sample_153,1
User_244,Sample_079,Sample_148,-1
User_244,Sample_070,Sample_129,1
User_244,Sample_044,Sample_148,-1
User_244,Sample_043,Sample_157,1
User_244,Sample_098,Sample_147,-1
User_244,Sample_001,Sample_108,1
User_244,Sample_114,Sample_138,-1
User_244,Sample_025,Sample_152,1
User_244,Sample_080,Sample_145,1
User_244,Sample_015,Sample_099,1
User_244,Sample_015,Sample_126,1
User_244,Sample_098,Sample_111,-1
User_244,Sample_126,Sample_144,-1
User_244,Sample_024,Sample_068,1
User_244,Sample_038,Sample_127,-1
User_244,Sample_053,Sample_070,1
User_244,Sample_005,Sample_159,1
User_244,Sample_006,Sample_130,1
User_244,Sample_061,Sample_068,1
User_244,Sample_069,Sample_111,1
User_244,Sample_051,Sample_125,1
User_244,Sample_019,Sample_128,-1
User_244,Sample_056,Sample_065,1
User_244,Sample_081,Sample_133,-1
User_244,Sample_038,Sample_120,1
User_244,Sample_045,Sample_120,1
User_244,Sample_007,Sample_008,1
User_244,Sample_020,Sample_130,1
User_244,Sample_069,Sample_070,1
User_244,Sample_030,Sample_127,-1
User_244,Sample_142,Sample_143,1
User_244,Sample_062,Sample_130,1
User_244,Sample_046,Sample_153,1
User_244,Sample_099,Sample_112,-1
User_244,Sample_005,Sample_154,1
